City,Day,Temperature,Max_Temperature,Min_Temperature,Humidity,Rainfall,Wind_Speed,AQI
Bhopal,10,29.46,31.01,29.14,47.84,0,31.16,93
Bhopal,11,35.59,38.04,34.65,45.98,8.64,6.68,182
Bhopal,12,35.77,37.31,32.71,36.97,58.61,7.59,57
Bhopal,13,23.96,26.14,23.02,84.11,0,5.76,271
Bhopal,14,38.99,41.71,36.48,68.35,0,33.12,225
Bhopal,15,28.81,29.92,25.36,61.18,138.88,29.48,155
Bhopal,16,33.76,34.84,31.09,40.89,75.88,25.02,128
Bhopal,17,31.74,33.9,28.82,80.44,76.56,13.17,80
Bhopal,18,28.75,29.98,28.75,59.31,124.31,9.51,54
Bhopal,19,35.64,37.93,33.1,48.35,0,28.82,97
Bhopal,20,38.41,41.99,34.82,78.72,0,6.65,57
Bhopal,21,36.47,39.43,35.01,87.68,0,6.77,108
Bhopal,22,28.37,31.03,24.96,77.11,43.01,18.9,233
Bhopal,23,37.84,39.96,35.21,81.04,0,33.95,189
Bhopal,24,40.49,42.06,40.01,71.84,135.56,14.48,247
Bhopal,25,33.76,36.62,32.55,85.33,0,5.71,225
Bhopal,26,32.06,34.89,29.09,67.05,62.96,16.15,132
Bhopal,27,26.23,26.66,23.04,82.35,31.81,26.86,108
Bhopal,28,21.45,24.98,18.23,80.58,39.75,6.47,102
Bhopal,29,34.75,36.37,33.53,39.55,50.72,9.79,84
Bhopal,30,37.33,39.79,33.68,77.81,50.18,12.44,59
Visakhapatnam,1,24.21,26.72,21.32,71.31,0,16.71,197
Visakhapatnam,2,26.35,29.64,24.73,63.23,13.07,28.75,266
Visakhapatnam,3,29.11,32.4,26.23,52.28,0,19.56,126
Visakhapatnam,4,20.78,22.32,17.38,67.3,0,24.79,217
Visakhapatnam,5,36.12,38.23,34.87,50.26,0,20.58,200
Visakhapatnam,6,32.88,33.53,31.63,77.2,87.6,16.35,219
Visakhapatnam,7,28.82,32.39,25.95,63.52,122.77,25.8,176
Visakhapatnam,8,23.94,26.07,22.28,38.36,34.52,16.45,209
Visakhapatnam,9,31.81,34.84,30.62,65.31,0,28.24,76
Visakhapatnam,10,34.29,34.99,34.18,61.92,17.97,31,290
Visakhapatnam,11,32.7,33.22,29.83,40.31,0,5.47,99
Visakhapatnam,12,39.9,42.81,38.55,43.22,0,23.17,55
Visakhapatnam,13,38.17,40.36,35.91,85.97,0,23.42,217
Visakhapatnam,14,31.83,34.68,29.37,85.84,117.88,27.78,255
Visakhapatnam,15,24.62,26.68,23.94,65.79,92.16,28.9,231
Visakhapatnam,16,36.83,37.99,35.45,80.52,135.75,17.46,136
Visakhapatnam,17,37.65,39.84,37.63,82.47,0,20.23,138
Visakhapatnam,18,38.43,40.54,34.89,76.18,0,12.55,173
Visakhapatnam,19,35.72,39.58,34.83,42.74,0,9.59,230
Visakhapatnam,20,40.3,43.37,39.14,54.27,72.91,6.32,63
Visakhapatnam,21,35.09,36.64,32.11,68.31,3.59,9.12,284
Visakhapatnam,22,21.59,23.85,19.62,47.35,128.29,20.26,199
Visakhapatnam,23,26.42,28.8,24.78,89.16,0,32.29,191
Visakhapatnam,24,38.39,39.16,36.07,46.99,0,26.26,232
Visakhapatnam,25,31.03,33.55,30.3,72.9,0,16.62,238
Visakhapatnam,26,24.95,25.57,23.89,80.75,0,25.64,245
Visakhapatnam,27,36.47,37.92,33.38,78.8,0,6.87,172
Visakhapatnam,28,32.6,34.49,28.68,89.36,0,11.66,67
Visakhapatnam,29,28.84,29.06,25.59,39.23,0,21.79,296
Visakhapatnam,30,38.44,38.66,36.85,48.17,126.48,5.19,133
Patna,1,32.86,35.92,31.58,39.07,99.47,14.67,125
Patna,2,25.9,27.65,25.16,45.78,0,12.6,200
Patna,3,37.97,41.65,36.45,46.72,0,30.73,298
Patna,4,30.34,32.28,29.14,85.05,0,10.64,62
Patna,5,32.75,35.91,29.43,55.04,0,12.1,105
Patna,6,30.38,33.8,28.45,38.42,0,6.6,274
Patna,7,39.88,43.29,36.82,77.48,0,13.39,172
Patna,8,20.43,21.03,19.1,87.64,0,20.5,204
Patna,9,33.94,34.37,30.41,56.23,0,25.97,152
Patna,10,28.68,32.16,26.08,46.27,21.79,7.45,192
Patna,11,20.33,20.48,17.67,57.64,0,10.09,291
Patna,12,21.46,23.01,20.32,36.56,0,13.1,137
Patna,13,32.65,35.16,29.11,62.49,0,16.05,143
Patna,14,35.14,35.33,32.39,57.6,0,25.66,227
Patna,15,29.42,30.57,25.99,45.29,0,8.05,181
Patna,16,33.73,35.91,30.75,72.71,0,15.83,244
Patna,17,29.92,30.68,27.56,48.18,0,32.08,166
Patna,18,28.2,31.13,27.11,47.73,0,31.55,175
Patna,19,24.27,24.77,23.97,66.84,0,15.88,204
Patna,20,26.73,29.38,24.62,48.58,133.2,8.03,75
Patna,21,36.64,40.37,36.44,60.82,0,18,260
Patna,22,36.56,39.45,35.07,60.98,0,17.26,220
Patna,23,33.77,33.92,30.61,75.42,0,33.3,214
Patna,24,38.15,40.57,36.45,37.3,100.39,13,235
Patna,25,35.62,36.38,33.6,84.63,0,14.86,191
Patna,26,28.64,30.81,26,87.08,0,15.3,265
Patna,27,35.09,36.81,32.43,70.55,0,19.84,139
Patna,28,21.66,23.43,20.47,42.86,90.46,19.04,227
Patna,29,33.54,35.88,30.37,62.91,90.52,27.85,100
Patna,30,32.05,33.77,28.22,71.66,0,28.31,270
Vadodara,1,29.96,33.25,27.38,47.3,0,25.79,112
Vadodara,2,25.54,27.07,23.16,65.71,0,30.29,113
Vadodara,3,33.54,36.12,31.15,59.01,95.4,20.36,159
Vadodara,4,36.32,37.46,35.44,41.14,0,27.71,178
Vadodara,5,36.57,37.99,33.04,74.35,0,25.65,84
Vadodara,6,34.5,35.96,33.82,62.61,33.01,11.16,268
Vadodara,7,26.47,27.98,22.66,87.47,83.27,19.2,147
Vadodara,8,21.2,22.94,18.66,61.39,89.79,30.81,55
Vadodara,9,22.49,25.59,21.74,69.56,0,13.7,73
Vadodara,10,41.62,43.45,41.29,41.12,7.31,22.12,142
Vadodara,11,31.19,34.06,28.47,67.76,32.87,20.51,181
Vadodara,12,26.46,26.97,26.19,41.16,87.84,19.96,253
Vadodara,13,20.2,23.31,16.39,63.3,82.58,32.19,244
Vadodara,14,21.52,23.51,18.59,52.08,0,21.09,160
Vadodara,15,29.75,31.4,27.35,51.07,0,22.49,113
Vadodara,16,22.21,22.52,20.05,71.48,0,24.29,109
Vadodara,17,34.31,35.37,32.5,35.56,0,22.48,81
Vadodara,18,31.59,34.41,30.79,40.97,0,21.54,173
Vadodara,19,27.09,27.33,23.48,63.03,128.92,33.15,78
Vadodara,20,26.96,29.68,25.59,69.97,0,17.99,129
Vadodara,21,31.77,33.98,28.13,85.54,0,8.31,158
Vadodara,22,41.8,41.84,38.57,87.09,0,22.09,167
Vadodara,23,22.81,23.58,20.57,48.69,0,13.84,215
Vadodara,24,21.97,22.26,21.77,68.93,0,27.48,193
Vadodara,25,27.8,30.25,24.01,71.35,0,11.55,286
Vadodara,26,32.18,35.5,29.23,76.16,0,19.64,85
Vadodara,27,28.16,29.87,24.25,62.6,48.3,14.15,173
Vadodara,28,38.63,41.01,35.13,49.73,0,19.31,164
Vadodara,29,25.44,27.62,22.97,46.01,0,17.19,259
Vadodara,30,21.24,22.63,17.78,60,0,10.21,297
Ghaziabad,1,40.52,43.22,39.09,87.27,0,17.75,62
Ghaziabad,2,36.32,39.52,32.84,62.12,67.7,14.27,111
Ghaziabad,3,22.21,22.4,20.53,42.76,0,31.95,69
Ghaziabad,4,29.95,30.79,26.05,39.14,0,14.55,265
Ghaziabad,5,31.85,34.88,30.07,63.27,0,13.68,218
Ghaziabad,6,24.91,26.23,24.08,60.46,0,25.03,114
Ghaziabad,7,38.67,38.93,35.7,72.07,0,10.51,141
Ghaziabad,8,28.33,30.45,26.11,81.25,50.31,17.38,184
Ghaziabad,9,26.76,29.32,23.82,61.39,0,18.75,288
Ghaziabad,10,23.33,26.06,21.11,47.88,67.7,18.53,298
Ghaziabad,11,33.97,36.96,30.3,56.06,0,23.43,269
Ghaziabad,12,22.24,26.23,19.75,52.74,15.35,5.31,265
Ghaziabad,13,35.87,35.92,35.1,37.23,39.15,12.11,285
Ghaziabad,14,27.91,28.09,23.97,56.23,74,31.18,219
Ghaziabad,15,28.99,30.08,27.52,66.8,0,15.72,213
Ghaziabad,16,38.83,41.68,38.55,48.43,0,17.74,137
Ghaziabad,17,33.03,36.14,32.57,42.32,0,6.89,127
Ghaziabad,18,36.27,38.82,32.57,67.04,0,7.08,190
Ghaziabad,19,20.45,22.14,16.68,61.89,0,34.99,264
Ghaziabad,20,23.24,26.2,22.56,68.74,0,7.51,128
Ghaziabad,21,35.75,38.91,34.4,82.76,0,7.36,208
Ghaziabad,22,30.36,31.88,28.8,81.91,57.7,10.65,264
Ghaziabad,23,31.73,31.92,28.77,44.82,0,19.28,164
Ghaziabad,24,21.54,24.33,18.33,67.01,142.89,11.25,167
Ghaziabad,25,23.82,25.35,22.16,81.7,36.37,18.62,209
Ghaziabad,26,20.05,22.33,18.59,45.6,0,8.19,288
Ghaziabad,27,29.3,30.99,25.92,71.64,0,31.58,60
Ghaziabad,28,24.01,25.24,20.66,50.82,0,18.19,86
Ghaziabad,29,36.48,38.71,33.8,61.4,95.59,9.95,117
Ghaziabad,30,26.07,26.15,25.96,74.28,0,10.78,110
Ludhiana,1,31.87,34.12,31.1,74.44,0,16.19,138
Ludhiana,2,24.47,24.83,21.5,41.22,0,21.25,100
Ludhiana,3,35.87,38.88,31.95,81.84,146.62,9.93,292
Ludhiana,4,32.51,35.79,30.35,38.21,44.8,14.02,180
Ludhiana,5,41.3,45.28,37.62,74.83,0,27.9,249
Ludhiana,6,28.94,31.62,28.56,81.76,0,29.21,232
Ludhiana,7,21.57,22.52,20.73,89.62,80.12,18.01,133
Ludhiana,8,37.13,37.85,35.18,56.9,108.5,5.06,172
Ludhiana,9,31.27,34.29,31.26,70.75,55.98,12.3,112
Ludhiana,10,26.37,28.5,25.8,57.38,0,11.44,149
Ludhiana,11,22.84,25.31,18.98,38.15,0,29.11,204
Ludhiana,12,22.85,24.35,22.85,77.05,0,19.39,134
Ludhiana,13,20.2,23.59,17.72,53.49,48.66,13.8,194
Ludhiana,14,33.63,37.46,30.99,43.71,0,7.63,103
Ludhiana,15,30.56,32.87,28.19,55.64,0,16.48,262
Ludhiana,16,27.91,30.3,26.44,38.76,0,8.72,194
Ludhiana,17,25.26,25.42,23.59,87.7,0,12.99,66
Ludhiana,18,26.65,28.96,24.71,45.17,0,29.08,126
Ludhiana,19,26.56,28.14,23.55,82.1,0,21.67,97
Ludhiana,20,33.34,35.59,30.04,79.87,0,12.61,218
Ludhiana,21,30.34,32.66,29.54,37.18,0,28,256
Ludhiana,22,31.13,32.09,28.93,87.43,5.8,19.52,142
Ludhiana,23,30.94,34.31,30.73,84.38,29.02,15.31,252
Ludhiana,24,24.14,26.16,22.8,53.57,146.85,8.54,207
Ludhiana,25,31.65,34.98,29.76,70.76,0,28.84,253
Ludhiana,26,25.76,28.16,21.79,79.99,0,6.01,52
Ludhiana,27,32.22,32.46,29.27,76.67,0,24.05,63
Ludhiana,28,39.46,41.62,39.31,42.5,9.99,32.9,229
Ludhiana,29,35.73,37.56,34.39,82.61,0,9.97,70
Ludhiana,30,24.25,27.36,22.96,49,0,31.35,115
Agra,1,24.35,27.52,21.27,77.89,0,5.1,247
Agra,2,25.53,26.1,24.16,89.01,0,17.6,71
Agra,3,25.34,26.05,22.88,67.44,1.64,14.14,193
Agra,4,20.53,22.79,18.3,86.68,0,31.19,98
Agra,5,38.29,41.17,35.03,50.35,0,9.53,274
Agra,6,25.64,27.99,23.99,81.88,149.62,22.42,132
Agra,7,34.95,38.47,32.44,47.47,0,30.63,156
Agra,8,25.6,26.76,23.96,61.76,0,33.76,185
Agra,9,28.17,32.01,24.78,49.62,0,28.4,292
Agra,10,31.94,33.14,29.44,37.25,0,24.18,283
Agra,11,32.34,34.01,28.39,42.78,0,6.02,281
Agra,12,20.62,21.58,17.81,47.87,0,27.82,64
Agra,13,28.47,30,25.25,77.69,0,32.63,86
Agra,14,32.72,33.73,31.61,70.9,61.75,18.55,122
Agra,15,35.2,35.4,34.58,52.18,0,20.3,274
Agra,16,35.29,35.5,31.84,52.41,0,21.96,268
Agra,17,25.57,28.08,23.92,83.17,0,22.12,177
Agra,18,35.75,39.46,34.74,48.22,0,6.11,208
Agra,19,28.57,32.53,28.08,53.06,79.44,17.87,269
Agra,20,24.38,27.28,21.02,44.21,101.26,29.66,276
Agra,21,20.47,22.83,19.65,88.67,0,31.62,99
Agra,22,22.62,24.58,21.44,70.27,0,29.09,281
Agra,23,24.8,26.69,21.11,73.76,101.37,9.31,247
Agra,24,27.84,31.81,24.29,85.7,70.39,24.76,278
Agra,25,26.97,27.9,25.76,58.42,145.41,16.76,265
Agra,26,29.03,29.71,27.77,48.41,0,17.65,75
Agra,27,31.59,32.49,28.39,35.49,0,33.62,189
Agra,28,35.77,36.35,32.63,57.7,0,29.94,128
Agra,29,36.49,36.65,32.96,50.16,41.94,31.97,292
Agra,30,39.48,40.77,36.24,85.89,0,22.58,234
Nashik,1,31.4,34.02,29.47,84.93,115.3,26.65,145
Nashik,2,39.67,41.64,39.05,55.3,0,27.34,128
Nashik,3,31.83,31.99,27.85,59.76,62.46,33.78,118
Nashik,4,29.76,31.72,28.99,64.56,0,5.69,264
Nashik,5,26.05,28.92,25.22,55.87,0,6.69,219
Nashik,6,32.22,34.95,31.34,35.28,0,31.83,158
Nashik,7,31.47,32.62,30.46,75.37,0,8.73,236
Nashik,8,26.87,27.92,26.61,68.56,0,23.98,262
Nashik,9,37.52,37.59,34.59,76.63,11.37,5.8,257
Nashik,10,25.03,25.57,23.47,60.14,0,23.58,112
Nashik,11,23.44,23.49,23.01,63.56,0,9.11,260
Nashik,12,26.23,28.46,26.1,76.91,55.36,32.47,121
Nashik,13,33.06,34.84,30.94,82.11,141.42,25.4,70
Nashik,14,30.78,33.8,27.23,64.79,0,9.93,91
Nashik,15,26.85,27.28,23.45,89.92,5.55,23.53,260
Nashik,16,38.03,41.88,37.76,59.26,135.1,19.44,202
Nashik,17,41.51,44.29,40.02,36.26,11.08,12.91,87
Nashik,18,21.4,24.55,20.66,39.98,110.31,23.59,121
Nashik,19,36.11,37.69,34.11,44.2,0,22.04,281
Nashik,20,25.97,29.62,23.31,61.73,118.42,18.66,255
Nashik,21,41.84,43.57,38.02,54.99,0,31.98,176
Nashik,22,38.7,40.86,37.43,75.27,4.4,5.89,237
Nashik,23,22.34,23.73,21.95,43.19,46.85,33.74,197
Nashik,24,27.53,30.9,23.96,75.17,0,11.05,94
Nashik,25,41.69,45.52,40.5,68.93,95.87,14.42,124
Nashik,26,34.44,36.99,33.23,84.32,0,26.95,153
Nashik,27,24.99,26,23.11,68.45,133.94,6.62,100
Nashik,28,29.08,31.13,25.1,77.96,0,20.63,108
Nashik,29,38.1,39.98,35.2,64.67,0,27.41,139
Nashik,30,31.6,33.95,31.21,35.09,34.82,18.77,95
Faridabad,1,28.62,31.96,28.42,88.31,148.72,30.95,87
Faridabad,2,31.03,31.56,28.98,71.14,0,29.54,63
Faridabad,3,23.93,26.98,21.96,39.01,0,24.04,96
Faridabad,4,23.81,26.51,21.5,81.83,0,34.82,161
Faridabad,5,31.04,33.75,28.72,72.06,0,25.47,109
Faridabad,6,29.4,32.25,29.19,47.14,0,25.21,122
Faridabad,7,35.51,39.02,33.07,64.13,0,26.33,135
Faridabad,8,27.22,31.14,25.36,82.88,60.13,33.37,127
Faridabad,9,35.7,38.51,34.67,50.51,70.23,28.64,64
Faridabad,10,40.55,41.24,40.46,40.83,0,10.9,298
Faridabad,11,24.89,26.29,20.92,67.23,0,30.26,197
Faridabad,12,26.34,28.34,24.98,67.53,0,13.25,194
Faridabad,13,37.97,40.23,36.16,76,0,19.56,245
Faridabad,14,37.77,38.83,35.23,51.14,0,12.52,161
Faridabad,15,40.62,42.94,38.32,59.21,0,24.91,171
Faridabad,16,39.28,42.64,37.8,69.84,0,22.99,203
Faridabad,17,28.09,30.47,24.17,55.08,0,32.77,110
Faridabad,18,28.38,31.3,26.89,72.31,141.25,21.07,93
Faridabad,19,22.69,25.32,18.93,86.42,0,34.63,280
Faridabad,20,40.27,41.96,38.21,58.43,0,19.24,254
Faridabad,21,20.56,22.39,17.75,71.31,0,30.44,182
Faridabad,22,22.74,23.19,20.47,68.27,119.01,26.11,272
Faridabad,23,27.36,30.84,26.49,86.47,0,8.33,57
Faridabad,24,30.47,30.52,28.44,48.01,0,16.23,249
Faridabad,25,39.16,40.94,35.17,79.06,18.21,8.82,273
Faridabad,26,39.6,40.36,35.69,69.38,0,25.58,98
Faridabad,27,39.39,40.79,38.25,68.04,1.12,12.66,102
Faridabad,28,29.67,30.23,27.01,88.24,69.59,6.47,82
Faridabad,29,30.21,31.68,29.76,69.43,0,25.47,246
Faridabad,30,20.03,20.29,19.56,62.12,65.59,14.84,227
Meerut,1,23.89,26.1,21.82,48.39,0,14,61
Meerut,2,30.87,34.04,27.35,70.59,0,11.49,274
Meerut,3,32.34,36.21,29.37,55.85,0,30.89,72
Meerut,4,33.15,36.79,31.69,80.16,0,12.98,286
Meerut,5,26.74,28.74,26.49,62.99,119.64,34.36,58
Meerut,6,30.41,34.17,27.92,66.42,0,8.15,168
Meerut,7,35.06,38.75,34.71,88.04,0,18.75,132
Meerut,8,28.15,29.62,27.62,81.37,48.73,10.59,104
Meerut,9,38.93,42.02,37.24,49.12,0,6.17,69
Meerut,10,34.39,35,32.92,79.2,0,32.73,58
Meerut,11,34.69,35.62,31.63,71.69,0,13.39,73
Meerut,12,37.31,39.31,33.52,53.14,0,6.13,268
Meerut,13,25.26,27.72,24.86,83.32,0,17.3,139
Meerut,14,38.62,39.04,35.29,88.73,0,27.86,73
Meerut,15,24.23,26.32,20.75,73.5,5.57,15.84,83
Meerut,16,40.04,41.57,36.24,39.62,0,21.42,274
Meerut,17,27.44,28.03,27.26,76.23,0,22.35,115
Meerut,18,36.58,40.57,34.96,79.97,15.38,18.38,223
Meerut,19,29.99,30.01,29.5,46.46,118.1,8.67,231
Meerut,20,33.02,34.8,30.89,51.72,82.81,26.93,232
Meerut,21,26.27,29.99,25.23,45.15,0,14.91,168
Meerut,22,29.64,33.18,29.02,86.21,0,15.09,116
Meerut,23,41.36,41.45,37.97,51.58,0,22.81,116
Meerut,24,21.43,23.28,18.36,79.42,36.57,9.12,91
Meerut,25,31.9,35.26,30.01,56.74,0,7.36,133
Meerut,26,24.32,26.75,22.99,71.37,0,8.9,133
Meerut,27,41.67,43.83,38.51,59.83,0,12.5,164
Meerut,28,35.24,35.89,33.93,50.86,0,33.42,117
Meerut,29,34.14,34.64,31.25,43.48,112.95,21.97,297
Meerut,30,32.56,34,31.27,35.73,0,19.62,276
Rajkot,1,22.94,25.5,21.42,81.46,11.1,27.12,235
Rajkot,2,21.52,24.1,21.28,55.02,0,24.27,190
Rajkot,3,36.54,38.37,35.1,81.56,0,33.27,159
Rajkot,4,34,37.81,33.32,68.92,119.02,33.13,144
Rajkot,5,41.73,42.14,39.66,65.27,0,9.31,181
Rajkot,6,21.91,22.83,20.72,48.16,0,26.94,135
Rajkot,7,24.03,25.1,21.53,77.53,62.43,16.96,213
Rajkot,8,32.56,33.86,30.98,62.46,29.49,9.02,174
Rajkot,9,23.26,25.08,23.16,67.53,0,18.62,181
Rajkot,10,28.89,31.51,28.87,54.54,35.03,20.64,209
Rajkot,11,28.82,30.93,27.63,70.9,100.94,16.91,184
Rajkot,12,39.05,41.45,36.08,58.83,0,14.98,295
Rajkot,13,25.87,27.43,23.99,43.26,0,10.51,54
Rajkot,14,21.15,22.07,19.32,77.76,103.89,9.54,172
Rajkot,15,39.4,42.69,36.12,73.81,0,33.84,104
Rajkot,16,32.04,32.67,29.15,42.19,72.38,14.76,207
Rajkot,17,39.49,41.18,35.59,74.61,0,13.94,164
Rajkot,18,36.64,37.09,36.05,59.31,138.78,31.52,134
Rajkot,19,21.19,23.97,18.54,42.89,0,20.21,69
Rajkot,20,28.33,28.75,24.8,47.17,136.74,15.78,108
Rajkot,21,37.5,39.52,36,76.49,92.58,34.22,115
Rajkot,22,27.12,28.83,26.62,60.84,0,17.35,83
Rajkot,23,39.67,41.49,38.89,45.08,81.62,10.46,153
Rajkot,24,24.91,25.75,21.26,74.68,19.65,7.25,199
Rajkot,25,35.71,39.59,33,64.56,0,34.16,119
Rajkot,26,26.07,28.04,23.58,45.32,0,26.27,269
Rajkot,27,41.37,41.4,41.06,40.65,0,25.81,269
Rajkot,28,39.82,43.09,36.08,42.22,143.26,29.69,267
Rajkot,29,24.42,25.4,21.99,46.17,0,32.32,194
Rajkot,30,39.94,43.7,36.88,83.06,135.88,5.85,101
Varanasi,1,21.78,22.05,20.94,85.57,13.39,18.46,297
Varanasi,2,20.65,20.69,19.17,79.6,0,15.43,199
Varanasi,3,28.99,31.44,26.6,70.99,0,9.94,283
Varanasi,4,30.24,30.61,29.36,41.84,0,13.79,295
Varanasi,5,36.26,39.64,35.22,77.25,0,30.17,147
Varanasi,6,26.67,28.64,25.7,86.21,3.64,10.84,181
Varanasi,7,29.19,32.31,26.09,55.46,0,24.78,262
Varanasi,8,38.77,42.42,35.38,35.8,47.42,29.79,67
Varanasi,9,41.98,45.68,38.04,82.37,0,29.52,170
Varanasi,10,23.19,24.19,19.34,87.78,0,26.43,225
Varanasi,11,26.61,29.65,23.2,77.18,48.13,25.27,282
Varanasi,12,24.39,25.73,23.69,37.18,0,29.7,95
Varanasi,13,28.05,31.14,28.03,44.65,0,6.67,82
Varanasi,14,35.04,37.53,31.3,52.72,114.29,29.02,190
Varanasi,15,28.16,31.04,27.81,87.69,0,23.42,273
Varanasi,16,30.47,33.38,26.61,78.68,47.56,13.56,167
Varanasi,17,31.51,33.95,30.24,87.89,0,16.32,271
Varanasi,18,39.92,42.85,37.94,86.25,65.88,14.84,150
Varanasi,19,24.06,24.82,21.44,88.42,0,21.02,78
Varanasi,20,24.56,27.63,23.42,37.39,89.66,5.31,240
Varanasi,21,23.4,24.34,21.44,64.17,68.42,30.79,296
Varanasi,22,24.18,27.22,23.1,41.54,33.42,9.98,290
Varanasi,23,34.69,38.67,34.48,63.19,0,26.54,152
Varanasi,24,41.75,44.33,38.9,87.68,0,24.79,177
Varanasi,25,29.72,30.3,27.84,36.44,116.82,12.34,84
Varanasi,26,39.56,39.91,39.08,79.15,0,33.94,115
Varanasi,27,21.95,22.85,19.14,63.25,60.29,19.14,230
Varanasi,28,29.26,30.25,26.16,45.94,103.69,24.88,159
Varanasi,29,29.25,32.78,25.48,37.86,0,34.22,213
Varanasi,30,40.04,43.37,37.99,66.16,22.01,8.23,85
Srinagar,1,20.6,23.15,17.97,73.63,0,8.95,260
Srinagar,2,29.74,33.6,26.97,74.57,0,31.32,89
Srinagar,3,40.48,43.4,39.82,55.54,84.51,27.67,267
Srinagar,4,31.92,35.35,30.74,64.86,100.75,9.42,135
Srinagar,5,35.62,38.76,32.28,48.79,0,19.87,217
Srinagar,6,34.95,38.71,32.18,58.28,140.27,17.04,256
Srinagar,7,37.48,37.93,36.43,84.3,0,16.1,262
Srinagar,8,35.01,38.2,33.39,61.7,0,5.42,174
Srinagar,9,25.98,28.33,23.01,48.68,106.18,20.18,185
Srinagar,10,36.63,37.99,33.73,37.17,0,30.34,65
Srinagar,11,22.53,25.71,19.79,78.09,0,18.44,175
Srinagar,12,35.44,37.49,33.83,72.26,0,24.55,253
Srinagar,13,22.95,23.79,20.86,68.03,0,33.23,294
Srinagar,14,29.93,32.28,29.24,57.97,0,7.52,123
Srinagar,15,36.97,39.84,36.82,56.35,0,9.12,253
Srinagar,16,30.31,30.84,27.65,54.44,127.74,17.2,140
Srinagar,17,20.75,23.79,20.55,66.2,60.53,25.21,152
Srinagar,18,39.48,42.68,35.73,89.84,0,33.49,192
Srinagar,19,29.2,29.5,28.93,61.67,0,15.09,108
Srinagar,20,32.42,33.29,29.9,37.61,0,19.76,182
Srinagar,21,39.1,39.3,36,40.22,0,33.92,195
Srinagar,22,27.38,29.92,26.17,78.33,2.51,12.18,260
Srinagar,23,26.75,27.96,25.41,63.18,0,22.31,123
Srinagar,24,34.83,37.88,34.74,71.74,145.03,10.69,222
Srinagar,25,40.24,40.86,38.84,56.6,0,29.7,275
Srinagar,26,38.2,41.14,37.14,38.26,0,30.59,85
Srinagar,27,37.21,40.7,35.11,66.46,0,21,189
Srinagar,28,31.81,35.4,29.48,41.68,71.98,13.19,91
Srinagar,29,32.43,36.22,29.91,79.55,118.39,30.3,286
Srinagar,30,38.86,39.75,38.25,84.62,0,9.81,192
Aurangabad,1,33.56,34.42,31.49,57.44,138.87,18.66,206
Aurangabad,2,29.53,31.72,29.47,76.36,0,20.25,183
Aurangabad,3,25.67,27.65,22.37,59.94,111.04,14.38,299
Aurangabad,4,29.77,33.41,28.69,71.97,0,7.65,126
Aurangabad,5,37.6,40.73,35.59,75.35,117.63,5.38,105
Aurangabad,6,26.03,26.33,24.62,79.26,133.19,15.97,70
Aurangabad,7,31.09,34.3,29.33,43.74,121.65,16.43,62
Aurangabad,8,26.42,26.63,23.24,81.51,0,8.07,73
Aurangabad,9,35.13,38.39,33.97,78.25,0,32.9,141
Aurangabad,10,32.4,36.2,28.87,44.93,13.55,27.62,91
Aurangabad,11,34.29,36.24,32.08,61.02,40.95,13.24,171
Aurangabad,12,30.57,32.82,30.08,37.71,129.25,8.06,214
Aurangabad,13,35.2,39.02,31.75,40.64,27.25,22.38,150
Aurangabad,14,29.82,31.46,25.97,55.12,11.8,31.62,93
Aurangabad,15,26.12,30.02,26.01,73.87,0,26.62,152
Aurangabad,16,32.48,32.49,31.15,39.41,0,23.57,192
Aurangabad,17,28.91,31.19,28.43,44.95,34.04,6.01,216
Aurangabad,18,30.94,34.92,28.83,43.01,0,9.79,212
Aurangabad,19,39.74,41.44,36.25,76.83,0,22.39,170
Aurangabad,20,25.12,29.02,21.23,46.27,0,16.94,221
Aurangabad,21,39.89,40.1,36.3,71.55,0,27.75,271
Aurangabad,22,31.35,34.97,29.45,60.88,0,9.04,197
Aurangabad,23,38.3,39.89,38.03,56.35,92.26,27.43,297
Aurangabad,24,28.89,29.62,25.59,57.25,0,33.34,298
Aurangabad,25,40.5,43.22,39.5,39.33,0,11.54,187
Aurangabad,26,41.82,45.09,40.85,60.57,37.39,15.26,146
Aurangabad,27,35.41,37.73,33.58,85.09,0,11.29,254
Aurangabad,28,23.72,26.82,22.41,63.46,28.66,31.56,71
Aurangabad,29,29.02,29.47,27.19,36.87,109.84,26.08,148
Aurangabad,30,28.72,32.61,28.49,44.26,38.38,34.45,179
Dhanbad,1,24.36,27.29,23.89,81.04,43.43,33.6,95
Dhanbad,2,31.36,31.5,28.58,84.72,0,9.93,116
Dhanbad,3,28.21,31.09,26.22,59.91,0,5.79,268
Dhanbad,4,40.11,41.29,38.04,76.85,0,26.74,221
Dhanbad,5,31.77,34.32,27.85,43.59,62.82,21.06,288
Dhanbad,6,36.81,40.36,35.71,36.3,0,32.39,145
Dhanbad,7,36.52,38.35,34.35,66.3,0,28.39,104
Dhanbad,8,21.1,21.69,18.18,63.87,89.91,6.65,260
Dhanbad,9,20.08,24.01,17.75,62.06,92.39,7.8,62
Dhanbad,10,22.89,23.81,21.33,45.43,0,10.61,182
Dhanbad,11,33.38,33.88,32.7,60.92,0,26.91,70
Dhanbad,12,23.53,25.12,22.22,63.92,0,28.75,80
Dhanbad,13,26.05,28.59,22.16,35.18,0,19.72,295
Dhanbad,14,38.33,39.65,35.96,70.47,66.44,5.43,287
